eye02.occupancy,eye03.occupancy,eye04.occupancy,eye05.occupancy,eye09.occupancy,eye11.occupancy,eye.humidity.mean,eye.humidity.std,eye.humidity.median,eye.humidity.min,eye.humidity.max,eye.humidity.iqr,eye.light.mean,eye.light.std,eye.light.median,eye.light.min,eye.light.max,eye.light.iqr,eye.motion.mean,eye.motion.std,eye.motion.median,eye.motion.min,eye.motion.max,eye.motion.iqr,eye.temperature.mean,eye.temperature.std,eye.temperature.median,eye.temperature.min,eye.temperature.max,eye.temperature.iqr,gas.humidity.mean,gas.humidity.std,gas.humidity.median,gas.humidity.min,gas.humidity.max,gas.humidity.iqr,gas.light.mean,gas.light.std,gas.light.median,gas.light.min,gas.light.max,gas.light.iqr,gas.motion.mean,gas.motion.std,gas.motion.median,gas.motion.min,gas.motion.max,gas.motion.iqr,gas.temperature.mean,gas.temperature.std,gas.temperature.median,gas.temperature.min,gas.temperature.max,gas.temperature.iqr,voc.humidity.mean,voc.humidity.std,voc.humidity.median,voc.humidity.min,voc.humidity.max,voc.humidity.iqr,voc.light.mean,voc.light.std,voc.light.median,voc.light.min,voc.light.max,voc.light.iqr,voc.motion.mean,voc.motion.std,voc.motion.median,voc.motion.min,voc.motion.max,voc.motion.iqr,voc.temperature.mean,voc.temperature.std,voc.temperature.median,voc.temperature.min,voc.temperature.max,voc.temperature.iqr,gas.co2.mean,gas.co2.std,gas.co2.median,gas.co2.max,gas.co2.min,gas.co2.iqr,voc.tvoc.mean,voc.tvoc.std,voc.tvoc.median,voc.tvoc.max,voc.tvoc.min,voc.tvoc.iqr
0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,64.25,64.25,64.25,64.25,64.25,64.25,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,5.5,5.5,5.5,5.5,5.5,5.5,41.75,41.75,41.75,41.75,41.75,41.75,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.87,0.87,0.87,0.87,8.0,8.0,8.0,8.0,8.0,8.0,111.0,111.0,111.0,111.0,111.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,866.83,492.35,650.0,1792.0,457.0,322.0,129.6,81.07,117.0,254.0,40.0,69.0
1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,15.5,15.5,15.5,15.5,15.5,15.5,1.5,1.5,1.5,1.5,1.5,1.5,1.07,1.07,1.07,1.07,1.07,1.07,6.5,6.5,6.5,6.5,6.5,6.5,36.75,36.75,36.75,36.75,36.75,36.75,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.82,0.82,0.82,0.82,9.0,9.0,9.0,9.0,9.0,9.0,104.0,104.0,104.0,104.0,104.0,104.0,2.0,2.0,2.0,2.0,2.0,2.0,0.9,0.9,0.9,0.9,0.9,0.9,866.83,480.02,664.5,1769.0,492.0,359.0,129.6,77.76,103.0,249.0,54.0,82.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,14.75,14.75,14.75,14.75,14.75,14.75,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15,1.15,1.15,1.15,1.15,7.0,7.0,7.0,7.0,7.0,7.0,29.5,29.5,29.5,29.5,29.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.98,0.98,0.98,0.98,10.0,10.0,10.0,10.0,10.0,10.0,88.0,88.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,869.83,462.79,671.0,1752.0,490.0,276.25,133.8,76.1,86.0,250.0,75.0,88.0
0.0,0.0,0.0,0.0,0.0,1.0,3.25,3.25,3.25,3.25,3.25,3.25,21.5,21.5,21.5,21.5,21.5,21.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,7.25,7.25,7.25,7.25,7.25,7.25,24.5,24.5,24.5,24.5,24.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.9,9.0,9.0,9.0,9.0,9.0,9.0,68.0,68.0,68.0,68.0,68.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,888.67,431.42,768.5,1694.0,471.0,286.25,132.2,75.85,93.0,236.0,59.0,103.0
0.0,0.0,0.0,0.0,0.0,1.0,3.25,3.25,3.25,3.25,3.25,3.25,22.75,22.75,22.75,22.75,22.75,22.75,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,7.75,7.75,7.75,7.75,7.75,7.75,35.0,35.0,35.0,35.0,35.0,35.0,7.75,7.75,7.75,7.75,7.75,7.75,0.88,0.88,0.88,0.88,0.88,0.88,9.0,9.0,9.0,9.0,9.0,9.0,61.0,61.0,61.0,61.0,61.0,61.0,2.0,2.0,2.0,2.0,2.0,2.0,0.9,0.9,0.9,0.9,0.9,0.9,927.83,416.18,863.5,1674.0,509.0,356.5,137.8,68.37,104.0,228.0,69.0,96.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,21.75,21.75,21.75,21.75,21.75,21.75,0.0,0.0,0.0,0.0,0.0,0.0,1.18,1.18,1.18,1.18,1.18,1.18,10.5,10.5,10.5,10.5,10.5,10.5,35.75,35.75,35.75,35.75,35.75,35.75,1.75,1.75,1.75,1.75,1.75,1.75,0.93,0.93,0.93,0.93,0.93,0.93,8.0,8.0,8.0,8.0,8.0,8.0,37.0,37.0,37.0,37.0,37.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,0.9,0.9,0.9,0.9,0.9,0.9,1049.5,417.16,1082.0,1666.0,494.0,462.75,138.8,65.5,109.0,232.0,72.0,79.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,18.5,18.5,18.5,18.5,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,1.02,1.02,1.02,1.02,11.25,11.25,11.25,11.25,11.25,11.25,241.25,241.25,241.25,241.25,241.25,241.25,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,57.0,57.0,57.0,57.0,57.0,57.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1172.5,476.68,1276.0,1689.0,509.0,676.25,131.2,65.53,101.0,224.0,67.0,84.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,11.0,11.0,11.0,11.0,11.0,11.0,255.0,255.0,255.0,255.0,255.0,255.0,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,158.0,158.0,158.0,158.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1157.33,462.78,1343.0,1668.0,491.0,564.25,165.8,72.87,172.0,244.0,82.0,127.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.5,10.5,10.5,10.5,10.5,10.5,257.5,257.5,257.5,257.5,257.5,257.5,8.25,8.25,8.25,8.25,8.25,8.25,0.9,0.9,0.9,0.9,0.9,0.9,7.0,7.0,7.0,7.0,7.0,7.0,138.0,138.0,138.0,138.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1135.33,465.61,1227.5,1758.0,520.0,591.0,159.6,60.37,181.0,236.0,88.0,75.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,1.02,1.02,1.02,1.02,8.5,8.5,8.5,8.5,8.5,8.5,265.75,265.75,265.75,265.75,265.75,265.75,0.75,0.75,0.75,0.75,0.75,0.75,0.93,0.93,0.93,0.93,0.93,0.93,7.0,7.0,7.0,7.0,7.0,7.0,337.0,337.0,337.0,337.0,337.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1101.67,446.76,1135.0,1789.0,568.0,516.25,140.0,61.09,143.0,222.0,64.0,69.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.5,12.5,12.5,12.5,12.5,12.5,252.0,252.0,252.0,252.0,252.0,252.0,6.75,6.75,6.75,6.75,6.75,6.75,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,337.0,337.0,337.0,337.0,337.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,1221.17,515.04,1310.5,1816.0,540.0,746.25,126.2,56.98,124.0,193.0,48.0,68.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.5,13.5,13.5,13.5,13.5,13.5,266.25,266.25,266.25,266.25,266.25,266.25,4.75,4.75,4.75,4.75,4.75,4.75,0.95,0.95,0.95,0.95,0.95,0.95,8.0,8.0,8.0,8.0,8.0,8.0,320.0,320.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,1293.67,592.77,1339.5,2024.0,547.0,861.75,122.4,59.1,101.0,206.0,53.0,58.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,13.75,13.75,13.75,13.75,13.75,13.75,470.75,470.75,470.75,470.75,470.75,470.75,1.5,1.5,1.5,1.5,1.5,1.5,1.1,1.1,1.1,1.1,1.1,1.1,8.0,8.0,8.0,8.0,8.0,8.0,330.0,330.0,330.0,330.0,330.0,330.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.2,1.2,1333.83,665.47,1323.0,2269.0,543.0,933.75,118.6,57.33,98.0,202.0,67.0,78.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.5,13.5,13.5,13.5,13.5,13.5,480.25,480.25,480.25,480.25,480.25,480.25,3.75,3.75,3.75,3.75,3.75,3.75,1.12,1.12,1.12,1.12,1.12,1.12,8.0,8.0,8.0,8.0,8.0,8.0,401.0,401.0,401.0,401.0,401.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,1.3,1.3,1.3,1368.67,726.72,1339.0,2491.0,525.0,890.0,113.0,62.08,87.0,200.0,50.0,80.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.75,13.75,13.75,13.75,13.75,13.75,513.5,513.5,513.5,513.5,513.5,513.5,1.75,1.75,1.75,1.75,1.75,1.75,1.27,1.27,1.27,1.27,1.27,1.27,8.0,8.0,8.0,8.0,8.0,8.0,454.0,454.0,454.0,454.0,454.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,1.3,1.3,1.3,1391.5,766.1,1326.0,2592.0,523.0,915.0,115.0,58.26,98.0,194.0,58.0,87.0
0.0,0.0,0.0,0.0,0.0,1.0,4.25,4.25,4.25,4.25,4.25,4.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.03,1.03,1.03,1.03,1.03,13.25,13.25,13.25,13.25,13.25,13.25,520.5,520.5,520.5,520.5,520.5,520.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,1.3,1.3,1.3,8.0,8.0,8.0,8.0,8.0,8.0,474.0,474.0,474.0,474.0,474.0,474.0,4.0,4.0,4.0,4.0,4.0,4.0,1.4,1.4,1.4,1.4,1.4,1.4,1333.5,777.74,1174.0,2591.0,518.0,930.5,115.2,48.42,102.0,178.0,69.0,79.0
0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,1.05,1.05,1.05,1.05,13.25,13.25,13.25,13.25,13.25,13.25,470.0,470.0,470.0,470.0,470.0,470.0,0.75,0.75,0.75,0.75,0.75,0.75,1.33,1.33,1.33,1.33,1.33,1.33,7.0,7.0,7.0,7.0,7.0,7.0,458.0,458.0,458.0,458.0,458.0,458.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.3,1.3,1.3,1.3,1.3,1296.67,722.08,1155.0,2386.0,521.0,978.75,128.2,57.93,108.0,194.0,76.0,109.0
0.0,0.0,0.0,0.0,0.0,1.0,2.75,2.75,2.75,2.75,2.75,2.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,1.05,1.05,1.05,1.05,13.0,13.0,13.0,13.0,13.0,13.0,515.5,515.5,515.5,515.5,515.5,515.5,4.75,4.75,4.75,4.75,4.75,4.75,1.25,1.25,1.25,1.25,1.25,1.25,7.0,7.0,7.0,7.0,7.0,7.0,394.0,394.0,394.0,394.0,394.0,394.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,1.4,1.4,1.4,1.4,1.4,1315.67,720.38,1199.0,2387.0,539.0,1007.5,148.8,63.37,178.0,205.0,68.0,105.0
0.0,0.0,0.0,0.0,0.0,1.0,2.75,2.75,2.75,2.75,2.75,2.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,13.0,13.0,13.0,13.0,13.0,13.0,481.25,481.25,481.25,481.25,481.25,481.25,2.25,2.25,2.25,2.25,2.25,2.25,1.3,1.3,1.3,1.3,1.3,1.3,7.0,7.0,7.0,7.0,7.0,7.0,367.0,367.0,367.0,367.0,367.0,367.0,4.0,4.0,4.0,4.0,4.0,4.0,1.5,1.5,1.5,1.5,1.5,1.5,1330.5,669.74,1320.0,2142.0,530.0,1085.75,141.8,63.1,157.0,211.0,59.0,90.0
0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,13.5,13.5,13.5,13.5,13.5,13.5,479.5,479.5,479.5,479.5,479.5,479.5,3.0,3.0,3.0,3.0,3.0,3.0,1.2,1.2,1.2,1.2,1.2,1.2,6.0,6.0,6.0,6.0,6.0,6.0,323.0,323.0,323.0,323.0,323.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,1.4,1.4,1.4,1259.83,649.21,1183.0,2128.0,496.0,943.75,130.4,55.64,121.0,198.0,58.0,69.0
0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,2.25,2.25,2.25,2.25,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.03,1.03,1.03,1.03,1.03,13.5,13.5,13.5,13.5,13.5,13.5,150.5,150.5,150.5,150.5,150.5,150.5,0.75,0.75,0.75,0.75,0.75,0.75,1.28,1.28,1.28,1.28,1.28,1.28,6.0,6.0,6.0,6.0,6.0,6.0,303.0,303.0,303.0,303.0,303.0,303.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.5,1.5,1.5,1.5,1.5,1203.67,633.54,1055.0,2018.0,514.0,955.0,127.4,57.89,117.0,195.0,53.0,78.0
0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,2.25,2.25,2.25,2.25,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.13,1.13,1.13,1.13,1.13,13.75,13.75,13.75,13.75,13.75,13.75,264.75,264.75,264.75,264.75,264.75,264.75,6.75,6.75,6.75,6.75,6.75,6.75,1.27,1.27,1.27,1.27,1.27,1.27,6.0,6.0,6.0,6.0,6.0,6.0,202.0,202.0,202.0,202.0,202.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,1153.33,636.92,915.5,1975.0,507.0,964.0,128.2,49.37,115.0,186.0,64.0,62.0
0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.07,1.07,1.07,1.07,1.07,13.75,13.75,13.75,13.75,13.75,13.75,267.0,267.0,267.0,267.0,267.0,267.0,4.5,4.5,4.5,4.5,4.5,4.5,1.4,1.4,1.4,1.4,1.4,1.4,6.0,6.0,6.0,6.0,6.0,6.0,347.0,347.0,347.0,347.0,347.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,1129.17,611.8,845.0,1913.0,532.0,894.0,122.8,47.86,122.0,181.0,59.0,58.0
0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,5.25,5.25,5.25,5.25,5.25,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.07,1.07,1.07,1.07,1.07,13.0,13.0,13.0,13.0,13.0,13.0,244.5,244.5,244.5,244.5,244.5,244.5,5.75,5.75,5.75,5.75,5.75,5.75,1.5,1.5,1.5,1.5,1.5,1.5,6.0,6.0,6.0,6.0,6.0,6.0,428.0,428.0,428.0,428.0,428.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.7,1.7,1155.33,614.66,913.0,1989.0,512.0,869.75,120.2,50.4,107.0,176.0,57.0,73.0
0.0,0.0,0.0,0.0,1.0,0.0,2.25,2.25,2.25,2.25,2.25,2.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.68,1.68,1.68,1.68,1.68,13.75,13.75,13.75,13.75,13.75,13.75,55.5,55.5,55.5,55.5,55.5,55.5,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.62,1.62,1.62,1.62,1.62,6.0,6.0,6.0,6.0,6.0,6.0,569.0,569.0,569.0,569.0,569.0,569.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7,1.7,1.7,1.7,1.7,1.7,1073.83,557.34,850.5,1788.0,484.0,806.25,119.8,45.8,105.0,176.0,61.0,53.0
0.0,0.0,0.0,0.0,1.0,0.0,2.25,2.25,2.25,2.25,2.25,2.25,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.68,1.68,1.68,1.68,1.68,13.75,13.75,13.75,13.75,13.75,13.75,60.5,60.5,60.5,60.5,60.5,60.5,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,1.53,1.53,1.53,1.53,6.0,6.0,6.0,6.0,6.0,6.0,580.0,580.0,580.0,580.0,580.0,580.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,1.7,1.7,1.7,1.7,1.7,1025.83,570.46,755.5,1756.0,481.0,825.5,126.8,38.51,111.0,179.0,83.0,45.0
0.0,0.0,0.0,0.0,1.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,12.25,12.25,12.25,12.25,12.25,12.25,60.5,60.5,60.5,60.5,60.5,60.5,2.25,2.25,2.25,2.25,2.25,2.25,1.42,1.42,1.42,1.42,1.42,1.42,6.0,6.0,6.0,6.0,6.0,6.0,502.0,502.0,502.0,502.0,502.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.7,1.7,981.67,559.3,683.5,1737.0,496.0,784.75,122.2,37.2,98.0,175.0,92.0,50.0
0.0,0.0,0.0,0.0,1.0,0.0,2.25,2.25,2.25,2.25,2.25,2.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.42,1.42,1.42,1.42,1.42,12.25,12.25,12.25,12.25,12.25,12.25,61.0,61.0,61.0,61.0,61.0,61.0,3.0,3.0,3.0,3.0,3.0,3.0,1.35,1.35,1.35,1.35,1.35,1.35,6.0,6.0,6.0,6.0,6.0,6.0,562.0,562.0,562.0,562.0,562.0,562.0,3.0,3.0,3.0,3.0,3.0,3.0,1.8,1.8,1.8,1.8,1.8,1.8,953.67,535.6,662.5,1661.0,479.0,742.5,138.6,36.17,132.0,183.0,95.0,51.0
0.0,0.0,0.0,0.0,1.0,0.0,2.25,2.25,2.25,2.25,2.25,2.25,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.38,1.38,1.38,1.38,1.38,11.5,11.5,11.5,11.5,11.5,11.5,60.5,60.5,60.5,60.5,60.5,60.5,0.75,0.75,0.75,0.75,0.75,0.75,1.18,1.18,1.18,1.18,1.18,1.18,6.0,6.0,6.0,6.0,6.0,6.0,539.0,539.0,539.0,539.0,539.0,539.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,1.9,1.9,1.9,1.9,1.9,931.67,523.12,655.5,1622.0,484.0,756.5,142.8,41.55,153.0,187.0,94.0,70.0
0.0,0.0,0.0,0.0,1.0,0.0,2.75,2.75,2.75,2.75,2.75,2.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.27,1.27,1.27,1.27,1.27,3.5,3.5,3.5,3.5,3.5,3.5,50.5,50.5,50.5,50.5,50.5,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.82,0.82,0.82,0.82,5.0,5.0,5.0,5.0,5.0,5.0,465.0,465.0,465.0,465.0,465.0,465.0,3.0,3.0,3.0,3.0,3.0,3.0,1.9,1.9,1.9,1.9,1.9,1.9,742.33,407.5,645.0,1548.0,452.0,182.0,137.4,43.61,140.0,184.0,87.0,76.0
0.0,0.0,0.0,0.0,2.0,0.0,2.75,2.75,2.75,2.75,2.75,2.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.2,1.2,3.25,3.25,3.25,3.25,3.25,3.25,52.75,52.75,52.75,52.75,52.75,52.75,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,0.68,0.68,0.68,0.68,3.0,3.0,3.0,3.0,3.0,3.0,272.0,272.0,272.0,272.0,272.0,272.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,1.8,1.8,1.8,1.8,1.8,722.17,400.71,621.5,1519.0,444.0,155.5,133.0,42.67,136.0,182.0,87.0,74.0
0.0,0.0,0.0,0.0,1.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,1.05,1.05,1.05,1.05,2.25,2.25,2.25,2.25,2.25,2.25,52.75,52.75,52.75,52.75,52.75,52.75,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,3.0,3.0,3.0,3.0,3.0,3.0,199.0,199.0,199.0,199.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,1.9,1.9,1.9,1.9,705.5,380.17,587.5,1472.0,476.0,104.25,138.0,38.69,133.0,187.0,90.0,50.0
0.0,0.0,0.0,0.0,1.0,1.0,3.25,3.25,3.25,3.25,3.25,3.25,34.5,34.5,34.5,34.5,34.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,2.5,53.75,53.75,53.75,53.75,53.75,53.75,1.5,1.5,1.5,1.5,1.5,1.5,0.52,0.52,0.52,0.52,0.52,0.52,4.0,4.0,4.0,4.0,4.0,4.0,316.0,316.0,316.0,316.0,316.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.7,1.7,713.5,377.91,602.0,1472.0,468.0,120.25,125.2,42.48,128.0,171.0,75.0,72.0
0.0,0.0,0.0,0.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,2.5,41.25,41.25,41.25,41.25,41.25,41.25,3.0,3.0,3.0,3.0,3.0,3.0,1.07,1.07,1.07,1.07,1.07,1.07,3.25,3.25,3.25,3.25,3.25,3.25,28.0,28.0,28.0,28.0,28.0,28.0,2.5,2.5,2.5,2.5,2.5,2.5,0.67,0.67,0.67,0.67,0.67,0.67,4.0,4.0,4.0,4.0,4.0,4.0,323.0,323.0,323.0,323.0,323.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.7,1.7,713.0,358.88,594.5,1431.0,487.0,144.0,126.2,33.91,108.0,179.0,97.0,35.0
0.0,0.0,0.0,0.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,2.5,44.25,44.25,44.25,44.25,44.25,44.25,5.25,5.25,5.25,5.25,5.25,5.25,1.05,1.05,1.05,1.05,1.05,1.05,6.0,6.0,6.0,6.0,6.0,6.0,28.0,28.0,28.0,28.0,28.0,28.0,2.25,2.25,2.25,2.25,2.25,2.25,0.55,0.55,0.55,0.55,0.55,0.55,5.0,5.0,5.0,5.0,5.0,5.0,347.0,347.0,347.0,347.0,347.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.7,1.7,694.5,361.12,571.5,1424.0,474.0,88.25,119.8,28.99,126.0,158.0,84.0,33.0
0.0,0.0,0.0,0.0,1.0,1.0,3.25,3.25,3.25,3.25,3.25,3.25,49.5,49.5,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.95,5.5,5.5,5.5,5.5,5.5,5.5,64.0,64.0,64.0,64.0,64.0,64.0,1.5,1.5,1.5,1.5,1.5,1.5,0.72,0.72,0.72,0.72,0.72,0.72,5.0,5.0,5.0,5.0,5.0,5.0,363.0,363.0,363.0,363.0,363.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.7,1.7,688.0,345.5,575.0,1384.0,480.0,107.0,118.8,33.91,124.0,169.0,83.0,34.0
